File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF844QFF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR581CVA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HNRNPH1-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF081ACP/, /files/ENCFF782XJI/, /files/ENCFF419RSJ/, /files/ENCFF808QGE/	6512	ENCODE Processing Pipeline	8dc20f0543a8aac6dd4f4ee582d0a74e		https://www.encodeproject.org/files/ENCFF844QFF/@@download/ENCFF844QFF.bed.gz				released	s3://encode-public/2017/02/10/602b2992-a40c-4626-b31f-e41c465e9906/ENCFF844QFF.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF808QGE	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR581CVA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HNRNPH1-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF308PSW/, /files/ENCFF658SGW/, /files/ENCFF278POV/, /files/ENCFF198JCQ/	6562899	ENCODE Processing Pipeline	337e9be3e4864946d231a4f40b2b8640		https://www.encodeproject.org/files/ENCFF808QGE/@@download/ENCFF808QGE.bed.gz				released	s3://encode-public/2017/02/10/17d2d7ed-d2dc-4631-b35d-583a3616d45b/ENCFF808QGE.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF920ETU	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR581CVA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HNRNPH1-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF081ACP/, /files/ENCFF782XJI/, /files/ENCFF419RSJ/, /files/ENCFF808QGE/	6194	ENCODE Processing Pipeline	6b246d329f86049569269f5320ab6937		https://www.encodeproject.org/files/ENCFF920ETU/@@download/ENCFF920ETU.bed.gz				released	s3://encode-public/2017/02/10/2ec09a72-e96d-4470-a200-710fe1643432/ENCFF920ETU.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF782XJI	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR581CVA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HNRNPH1-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	2	2_1							/files/ENCFF278POV/, /files/ENCFF198JCQ/	5364225	ENCODE Processing Pipeline	8b2104ce03a85afd3dfa8ed9cc04cc20		https://www.encodeproject.org/files/ENCFF782XJI/@@download/ENCFF782XJI.bed.gz				released	s3://encode-public/2017/02/10/2426a6e4-74be-4b33-9d76-036bfe2d6499/ENCFF782XJI.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF295ZZB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR581CVA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HNRNPH1-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1	1_1							/files/ENCFF529KQE/, /files/ENCFF591RXP/, /files/ENCFF356LFX/, /files/ENCFF607DFN/	3142	ENCODE Processing Pipeline	8a3c39b40e7bfb6053559815e589750b		https://www.encodeproject.org/files/ENCFF295ZZB/@@download/ENCFF295ZZB.bed.gz				released	s3://encode-public/2020/12/03/96e66193-5334-44ee-9cdf-83d4382485fa/ENCFF295ZZB.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF937PXB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR581CVA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HNRNPH1-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	2	2_1							/files/ENCFF851XNV/, /files/ENCFF591RXP/, /files/ENCFF356LFX/, /files/ENCFF607DFN/	2968	ENCODE Processing Pipeline	af4e2926517254fd86b23609b0680fa7		https://www.encodeproject.org/files/ENCFF937PXB/@@download/ENCFF937PXB.bed.gz				released	s3://encode-public/2020/12/03/c826aead-0894-4d40-b184-47b44ffb7a80/ENCFF937PXB.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF535YSH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR581CVA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HNRNPH1-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF607DFN/, /files/ENCFF529KQE/, /files/ENCFF851XNV/, /files/ENCFF591RXP/, /files/ENCFF356LFX/	5712	ENCODE Processing Pipeline	23b0e7a552be2be7769d9a50bf88d6df		https://www.encodeproject.org/files/ENCFF535YSH/@@download/ENCFF535YSH.bed.gz				released	s3://encode-public/2020/12/03/67b101d1-eee9-48dc-8cb2-e0e500c5d105/ENCFF535YSH.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF797TVO	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR581CVA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HNRNPH1-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF607DFN/, /files/ENCFF529KQE/, /files/ENCFF851XNV/, /files/ENCFF591RXP/, /files/ENCFF356LFX/	6636	ENCODE Processing Pipeline	22905e1b2a376dc8bf670ed20ccea955		https://www.encodeproject.org/files/ENCFF797TVO/@@download/ENCFF797TVO.bed.gz				released	s3://encode-public/2020/12/03/53d60b1e-af73-498d-9746-10f7ad8d5df2/ENCFF797TVO.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF026ZCX	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR804HMZ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF482ZCR/, /files/ENCFF001TDO/, /files/ENCFF252CYF/, /files/ENCFF483RRM/	456816	ENCODE Processing Pipeline	70edc4391231224c8203e6da5ce65373		https://www.encodeproject.org/files/ENCFF026ZCX/@@download/ENCFF026ZCX.bed.gz				released	s3://encode-public/2017/02/10/ea6475a3-8872-42bd-8119-621c6d2f6ed1/ENCFF026ZCX.bed.gz	ENCODE3 hg19	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF482ZCR	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR804HMZ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	2	2_1							/files/ENCFF100SSC/, /files/ENCFF995FJU/	5673202	ENCODE Processing Pipeline	114d490d19de1ef1b233e181f964c94e		https://www.encodeproject.org/files/ENCFF482ZCR/@@download/ENCFF482ZCR.bed.gz				released	s3://encode-public/2017/02/10/39c1220c-011e-462c-9e48-4648461c56d5/ENCFF482ZCR.bed.gz	ENCODE3 hg19	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF483RRM	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR804HMZ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF427GLC/, /files/ENCFF462KWM/, /files/ENCFF100SSC/, /files/ENCFF995FJU/	6678139	ENCODE Processing Pipeline	ef1acc0b9499ae7c32371c84e4ff326d		https://www.encodeproject.org/files/ENCFF483RRM/@@download/ENCFF483RRM.bed.gz				released	s3://encode-public/2017/02/10/21714e97-6381-4a1e-9fbb-e72c4b4c3c64/ENCFF483RRM.bed.gz	ENCODE3 hg19	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF252CYF	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR804HMZ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1	1_1							/files/ENCFF427GLC/, /files/ENCFF462KWM/	5564124	ENCODE Processing Pipeline	67ede3d714eb75d1ad393010e2201681		https://www.encodeproject.org/files/ENCFF252CYF/@@download/ENCFF252CYF.bed.gz				released	s3://encode-public/2017/02/10/2210c936-867b-4b59-b4fc-3b74321e0adc/ENCFF252CYF.bed.gz	ENCODE3 hg19	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF883CDF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR804HMZ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF482ZCR/, /files/ENCFF001TDO/, /files/ENCFF252CYF/, /files/ENCFF483RRM/	472671	ENCODE Processing Pipeline	0a8d51d05c44c4ec3e4ed88778b5f075		https://www.encodeproject.org/files/ENCFF883CDF/@@download/ENCFF883CDF.bed.gz				released	s3://encode-public/2017/02/10/f86acaf4-1f5d-4834-8aea-14f14556f5af/ENCFF883CDF.bed.gz	ENCODE3 hg19	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF619VKF	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR804HMZ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1	1_1							/files/ENCFF719EDQ/, /files/ENCFF787FUW/	5558000	ENCODE Processing Pipeline	e6366f1397e85250b3b19c374b93941e		https://www.encodeproject.org/files/ENCFF619VKF/@@download/ENCFF619VKF.bed.gz				released	s3://encode-public/2017/02/11/02508593-d01d-4253-a5d1-7e55fc2f985e/ENCFF619VKF.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF043DRX	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR804HMZ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	2	2_1							/files/ENCFF874GUL/, /files/ENCFF661CTX/	5623600	ENCODE Processing Pipeline	29ff1eef8e7a6d4bfca31c0ebea0e323		https://www.encodeproject.org/files/ENCFF043DRX/@@download/ENCFF043DRX.bed.gz				released	s3://encode-public/2017/02/11/eb70a667-6376-444c-ba88-9d1e1f4b1945/ENCFF043DRX.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF043QFM	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR804HMZ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF719EDQ/, /files/ENCFF874GUL/, /files/ENCFF787FUW/, /files/ENCFF661CTX/	6672982	ENCODE Processing Pipeline	ad86e5e2d6993e24ca70d8b19d9bdcf7		https://www.encodeproject.org/files/ENCFF043QFM/@@download/ENCFF043QFM.bed.gz				released	s3://encode-public/2017/02/11/6765fc62-e3c2-48f4-b41e-9e6582f214e6/ENCFF043QFM.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF925TIA	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR804HMZ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF043QFM/, /files/ENCFF619VKF/, /files/ENCFF043DRX/, /files/ENCFF419RSJ/	457912	ENCODE Processing Pipeline	180d5667c9f01e1f5777746e8363ff99		https://www.encodeproject.org/files/ENCFF925TIA/@@download/ENCFF925TIA.bed.gz				released	s3://encode-public/2017/02/11/f2f9fa76-80de-483a-9fd1-22eb247301c7/ENCFF925TIA.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF890KTX	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR804HMZ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF043QFM/, /files/ENCFF619VKF/, /files/ENCFF043DRX/, /files/ENCFF419RSJ/	477478	ENCODE Processing Pipeline	e3dd00735addc0c7c0d3360a7d06d74b		https://www.encodeproject.org/files/ENCFF890KTX/@@download/ENCFF890KTX.bed.gz				released	s3://encode-public/2017/02/11/ebfc53ca-7269-4080-8edc-82f7b435b4af/ENCFF890KTX.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF992NGF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR804HMZ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	2	2_1							/files/ENCFF356LFX/, /files/ENCFF330AWY/, /files/ENCFF262ILU/, /files/ENCFF123DCH/	318164	ENCODE Processing Pipeline	549202e3a269cbcbb06773958e87d1dd		https://www.encodeproject.org/files/ENCFF992NGF/@@download/ENCFF992NGF.bed.gz				released	s3://encode-public/2020/12/03/0b464580-d953-458f-93d6-a4bf6c87f8cb/ENCFF992NGF.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF487NEW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR804HMZ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1	1_1							/files/ENCFF356LFX/, /files/ENCFF262ILU/, /files/ENCFF463UUZ/, /files/ENCFF123DCH/	291276	ENCODE Processing Pipeline	a58a8653ad1ab1bbd2709fb761f5facb		https://www.encodeproject.org/files/ENCFF487NEW/@@download/ENCFF487NEW.bed.gz				released	s3://encode-public/2020/12/03/9afc89a7-b22f-4626-b2a9-8d820e4af62d/ENCFF487NEW.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF463QUS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR804HMZ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF330AWY/, /files/ENCFF262ILU/, /files/ENCFF463UUZ/, /files/ENCFF123DCH/, /files/ENCFF356LFX/	470506	ENCODE Processing Pipeline	f7c5a8e2a993b08e2dcb5d661926c5a2		https://www.encodeproject.org/files/ENCFF463QUS/@@download/ENCFF463QUS.bed.gz				released	s3://encode-public/2020/12/03/a1555db5-68de-4243-81d3-d8daf8d0806b/ENCFF463QUS.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF886DRH	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR804HMZ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF330AWY/, /files/ENCFF262ILU/, /files/ENCFF463UUZ/, /files/ENCFF123DCH/, /files/ENCFF356LFX/	459733	ENCODE Processing Pipeline	9928a858563dfd7e62600e974b5ab08b		https://www.encodeproject.org/files/ENCFF886DRH/@@download/ENCFF886DRH.bed.gz				released	s3://encode-public/2020/12/03/7433dff5-d47a-43a1-a9f3-b3d14c1b455c/ENCFF886DRH.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF433KJT	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR112RNT	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1	1_1							/files/ENCFF456BYT/, /files/ENCFF768SVS/	6278109	ENCODE Processing Pipeline	8949bddbdc88054247ad6b4ee81e1e64		https://www.encodeproject.org/files/ENCFF433KJT/@@download/ENCFF433KJT.bed.gz				released	s3://encode-public/2017/02/10/e2d824f0-d27e-49d2-9be8-c24f8ac95680/ENCFF433KJT.bed.gz	ENCODE3 hg19	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF343RFS	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR112RNT	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF813JWE/, /files/ENCFF321CYT/, /files/ENCFF768SVS/, /files/ENCFF456BYT/	7138041	ENCODE Processing Pipeline	f89a0bb73afe906b16e3e34f10d11a16		https://www.encodeproject.org/files/ENCFF343RFS/@@download/ENCFF343RFS.bed.gz				released	s3://encode-public/2017/02/10/3fdc4279-1006-452e-9c82-b835cc69c405/ENCFF343RFS.bed.gz	ENCODE3 hg19	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF069FZQ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR112RNT	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF433KJT/, /files/ENCFF343RFS/, /files/ENCFF657LPF/, /files/ENCFF001TDO/	254351	ENCODE Processing Pipeline	66447ac005b80da088e421b4642fb716		https://www.encodeproject.org/files/ENCFF069FZQ/@@download/ENCFF069FZQ.bed.gz				released	s3://encode-public/2017/02/10/e8e4c0aa-3024-4108-acd1-aacf355798be/ENCFF069FZQ.bed.gz	ENCODE3 hg19	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF657LPF	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR112RNT	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	2	2_1							/files/ENCFF813JWE/, /files/ENCFF321CYT/	6083473	ENCODE Processing Pipeline	bce63864da546534586631a4ae6e039a		https://www.encodeproject.org/files/ENCFF657LPF/@@download/ENCFF657LPF.bed.gz				released	s3://encode-public/2017/02/10/71ad56ed-874f-470f-8fcc-c88c1cee4820/ENCFF657LPF.bed.gz	ENCODE3 hg19	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF122QSN	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR112RNT	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF433KJT/, /files/ENCFF343RFS/, /files/ENCFF657LPF/, /files/ENCFF001TDO/	273665	ENCODE Processing Pipeline	45e71ff27266791196cebd444eafddf2		https://www.encodeproject.org/files/ENCFF122QSN/@@download/ENCFF122QSN.bed.gz				released	s3://encode-public/2017/02/10/6fd51205-da7d-401b-82b3-d72a94f80325/ENCFF122QSN.bed.gz	ENCODE3 hg19	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF479DMK	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR112RNT	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1	1_1							/files/ENCFF994GKJ/, /files/ENCFF661ZRO/	6285227	ENCODE Processing Pipeline	5f3a941ed3014e4ec45c978acdac785e		https://www.encodeproject.org/files/ENCFF479DMK/@@download/ENCFF479DMK.bed.gz				released	s3://encode-public/2017/02/11/81e69789-a369-410a-a346-885562f59347/ENCFF479DMK.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF087YUB	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR112RNT	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	2	2_1							/files/ENCFF872FDX/, /files/ENCFF909BWR/	6133964	ENCODE Processing Pipeline	8939029ef4e91c34edafb404f4f0a383		https://www.encodeproject.org/files/ENCFF087YUB/@@download/ENCFF087YUB.bed.gz				released	s3://encode-public/2017/02/11/6badc30a-d1ae-4e2c-a68a-beb9e7247f17/ENCFF087YUB.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF391GBE	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR112RNT	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF872FDX/, /files/ENCFF994GKJ/, /files/ENCFF909BWR/, /files/ENCFF661ZRO/	7151787	ENCODE Processing Pipeline	2d2784b38934ec15adf49ea86c8e7358		https://www.encodeproject.org/files/ENCFF391GBE/@@download/ENCFF391GBE.bed.gz				released	s3://encode-public/2017/02/11/a941905f-6371-45b5-958a-73a43ab04e5e/ENCFF391GBE.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF107VTI	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR112RNT	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF391GBE/, /files/ENCFF419RSJ/, /files/ENCFF087YUB/, /files/ENCFF479DMK/	257379	ENCODE Processing Pipeline	af2d63a4f3521d98358aaa9d1b629552		https://www.encodeproject.org/files/ENCFF107VTI/@@download/ENCFF107VTI.bed.gz				released	s3://encode-public/2017/02/11/4e4352e4-bd51-431e-bf3d-b44c21fe98b8/ENCFF107VTI.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF662WPN	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR112RNT	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF391GBE/, /files/ENCFF419RSJ/, /files/ENCFF087YUB/, /files/ENCFF479DMK/	273144	ENCODE Processing Pipeline	c62ec7b0e5aa0d3196d5f29a760c10fe		https://www.encodeproject.org/files/ENCFF662WPN/@@download/ENCFF662WPN.bed.gz				released	s3://encode-public/2017/02/11/96afd4a4-caf9-44ac-941e-b34c185446d9/ENCFF662WPN.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF867KPE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR112RNT	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1	1_1							/files/ENCFF321KCO/, /files/ENCFF356LFX/, /files/ENCFF484FMV/, /files/ENCFF729KBJ/	225760	ENCODE Processing Pipeline	2c9f810d3a3bcc64a1e2f7505a5e0596		https://www.encodeproject.org/files/ENCFF867KPE/@@download/ENCFF867KPE.bed.gz				released	s3://encode-public/2020/12/04/e5163a25-4e3d-4a24-af4f-21c82a72d4b8/ENCFF867KPE.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
ENCFF355JQI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR112RNT	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HNRNPLL-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	2	2_1							/files/ENCFF744STE/, /files/ENCFF356LFX/, /files/ENCFF729KBJ/, /files/ENCFF321KCO/	189514	ENCODE Processing Pipeline	2ee90bb573bb180b87b27a1786f781ba		https://www.encodeproject.org/files/ENCFF355JQI/@@download/ENCFF355JQI.bed.gz				released	s3://encode-public/2020/12/04/17972f03-c95f-4593-bddf-83e2148a4d18/ENCFF355JQI.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity	
